DrugID,number
DB05087,3123
DB05088,3124
DB05099,3125
DB05100,3126
DB05103,3127
DB05109,3128
DB05134,3129
DB05137,3130
DB05154,3131
DB05168,3132
DB05171,3133
DB05173,3134
DB05185,3135
DB05191,3136
DB05212,3137
DB05220,3138
DB05223,3139
DB05229,3140
DB05232,3141
DB05239,3142
DB05241,3143
DB05245,3144
DB05246,3145
DB05252,3146
DB05258,3147
DB05260,3148
DB05262,3149
DB05266,3150
DB05271,3151
DB05294,3152
DB05295,3153
DB05305,3154
DB05311,3155
DB05316,3156
DB05321,3157
DB05327,3158
DB05367,3159
DB05381,3160
DB05382,3161
DB05383,3162
DB05395,3163
DB05403,3164
DB05407,3165
DB05409,3166
DB05415,3167
DB05420,3168
DB05421,3169
DB05422,3170
DB05424,3171
DB05428,3172
DB05434,3173
DB05444,3174
DB05458,3175
DB05490,3176
DB05507,3177
DB05511,3178
DB05513,3179
DB05518,3180
DB05521,3181
DB05524,3182
DB05541,3183
DB05549,3184
DB05552,3185
DB05630,3186
DB05660,3187
DB05668,3188
DB05676,3189
DB05687,3190
DB05708,3191
DB05719,3192
DB05737,3193
DB05767,3194
DB05773,3195
DB05786,3196
DB05790,3197
DB05791,3198
DB05804,3199
DB05808,3200
DB05812,3201
DB05817,3202
DB05829,3203
DB05861,3204
DB05869,3205
DB05874,3206
DB05875,3207
DB05882,3208
DB05885,3209
DB05943,3210
DB05959,3211
DB05964,3212
DB05974,3213
DB05983,3214
DB05990,3215
DB06075,3216
DB06138,3217
DB06144,3218
DB06147,3219
DB06148,3220
DB06149,3221
DB06150,3222
DB06151,3223
DB06153,3224
DB06154,3225
DB06155,3226
DB06159,3227
DB06160,3228
DB06174,3229
DB06176,3230
DB06179,3231
DB06194,3232
DB06195,3233
DB06196,3234
DB06199,3235
DB06201,3236
DB06202,3237
DB06203,3238
DB06204,3239
DB06206,3240
DB06207,3241
DB06209,3242
DB06210,3243
DB06211,3244
DB06212,3245
DB06215,3246
DB06216,3247
DB06219,3248
DB06228,3249
DB06230,3250
DB06235,3251
DB06240,3252
DB06245,3253
DB06246,3254
DB06247,3255
DB06249,3256
DB06258,3257
DB06261,3258
DB06262,3259
DB06263,3260
DB06264,3261
DB06266,3262
DB06267,3263
DB06271,3264
DB06272,3265
DB06274,3266
DB06281,3267
DB06282,3268
DB06283,3269
DB06285,3270
DB06287,3271
DB06288,3272
DB06290,3273
DB06292,3274
DB06295,3275
DB06309,3276
DB06328,3277
DB06333,3278
DB06335,3279
DB06345,3280
DB06354,3281
DB06368,3282
DB06370,3283
DB06379,3284
DB06393,3285
DB06401,3286
DB06402,3287
DB06403,3288
DB06406,3289
DB06408,3290
DB06410,3291
DB06412,3292
DB06414,3293
DB06415,3294
DB06421,3295
DB06429,3296
DB06439,3297
DB06440,3298
DB06441,3299
DB06442,3300
DB06444,3301
DB06445,3302
DB06448,3303
DB06454,3304
DB06455,3305
DB06457,3306
DB06458,3307
DB06460,3308
DB06468,3309
DB06469,3310
DB06470,3311
DB06479,3312
DB06480,3313
DB06497,3314
DB06506,3315
DB06510,3316
DB06515,3317
DB06521,3318
DB06527,3319
DB06530,3320
DB06532,3321
DB06533,3322
DB06536,3323
DB06538,3324
DB06543,3325
DB06549,3326
DB06554,3327
DB06558,3328
DB06586,3329
DB06587,3330
DB06589,3331
DB06594,3332
DB06595,3333
DB06603,3334
DB06608,3335
DB06616,3336
DB06623,3337
DB06626,3338
DB06629,3339
DB06630,3340
DB06633,3341
DB06634,3342
DB06637,3343
DB06641,3344
DB06652,3345
DB06654,3346
DB06655,3347
DB06660,3348
DB06663,3349
DB06677,3350
DB06682,3351
DB06685,3352
DB06689,3353
DB06690,3354
DB06691,3355
DB06693,3356
DB06694,3357
DB06695,3358
DB06696,3359
DB06697,3360
DB06698,3361
DB06700,3362
DB06704,3363
DB06707,3364
DB06708,3365
DB06709,3366
DB06710,3367
DB06711,3368
DB06712,3369
DB06715,3370
DB06718,3371
DB06719,3372
DB06721,3373
DB06723,3374
DB06724,3375
DB06725,3376
DB06726,3377
DB06727,3378
DB06728,3379
DB06729,3380
DB06730,3381
DB06732,3382
DB06733,3383
DB06736,3384
DB06738,3385
DB06739,3386
DB06742,3387
DB06743,3388
DB06745,3389
DB06749,3390
DB06750,3391
DB06751,3392
DB06753,3393
DB06754,3394
DB06755,3395
DB06756,3396
DB06757,3397
DB06759,3398
DB06762,3399
DB06763,3400
DB06767,3401
DB06769,3402
DB06770,3403
DB06772,3404
DB06774,3405
DB06777,3406
DB06778,3407
DB06780,3408
DB06782,3409
DB06786,3410
DB06789,3411
DB06791,3412
DB06792,3413
DB06796,3414
DB06800,3415
DB06803,3416
DB06804,3417
DB06809,3418
DB06810,3419
DB06811,3420
DB06812,3421
DB06813,3422
DB06815,3423
DB06816,3424
DB06817,3425
DB06819,3426
DB06822,3427
DB06823,3428
DB06824,3429
DB06825,3430
DB06827,3431
DB06894,3432
DB07101,3433
DB07118,3434
DB07232,3435
DB07301,3436
DB07338,3437
DB07347,3438
DB07348,3439
DB07352,3440
DB07373,3441
DB07374,3442
DB07402,3443
DB07425,3444
DB07477,3445
DB07558,3446
DB07565,3447
DB07615,3448
DB07645,3449
DB07706,3450
DB07715,3451
DB07720,3452
DB07767,3453
DB07776,3454
DB07778,3455
DB07780,3456
DB07795,3457
DB07841,3458
DB07931,3459
DB07941,3460
DB07950,3461
DB07954,3462
DB07996,3463
DB08059,3464
DB08080,3465
DB08162,3466
DB08230,3467
DB08231,3468
DB08313,3469
DB08329,3470
DB08398,3471
DB08399,3472
DB08437,3473
DB08439,3474
DB08550,3475
DB08604,3476
DB08621,3477
DB08624,3478
DB08626,3479
DB08633,3480
DB08688,3481
DB08690,3482
DB08797,3483
DB08799,3484
DB08801,3485
DB08804,3486
DB08805,3487
DB08806,3488
DB08807,3489
DB08809,3490
DB08810,3491
DB08813,3492
DB08814,3493
DB08815,3494
DB08816,3495
DB08818,3496
DB08820,3497
DB08823,3498
DB08826,3499
DB08828,3500
DB08830,3501
DB08831,3502
DB08833,3503
DB08834,3504
DB08836,3505
DB08837,3506
DB08838,3507
DB08839,3508
DB08841,3509
DB08842,3510
DB08844,3511
DB08845,3512
DB08846,3513
DB08855,3514
DB08856,3515
DB08860,3516
DB08861,3517
DB08862,3518
DB08865,3519
DB08868,3520
DB08877,3521
DB08878,3522
DB08880,3523
DB08881,3524
DB08882,3525
DB08887,3526
DB08889,3527
DB08890,3528
DB08893,3529
DB08895,3530
DB08896,3531
DB08899,3532
DB08901,3533
DB08903,3534
DB08905,3535
DB08907,3536
DB08908,3537
DB08911,3538
DB08912,3539
DB08916,3540
DB08922,3541
DB08925,3542
DB08927,3543
DB08931,3544
DB08933,3545
DB08934,3546
DB08936,3547
DB08940,3548
DB08946,3549
DB08947,3550
DB08948,3551
DB08950,3552
DB08951,3553
DB08953,3554
DB08954,3555
DB08957,3556
DB08958,3557
DB08960,3558
DB08961,3559
DB08964,3560
DB08966,3561
DB08969,3562
DB08971,3563
DB08972,3564
DB08974,3565
DB08978,3566
DB08980,3567
DB08981,3568
DB08983,3569
DB08985,3570
DB08986,3571
DB08987,3572
DB08992,3573
DB08995,3574
DB09000,3575
DB09002,3576
DB09003,3577
DB09004,3578
DB09005,3579
DB09006,3580
DB09007,3581
DB09008,3582
DB09009,3583
DB09010,3584
DB09013,3585
DB09015,3586
DB09019,3587
DB09020,3588
DB09022,3589
DB09023,3590
DB09026,3591
DB09027,3592
DB09028,3593
DB09031,3594
DB09053,3595
DB09054,3596
DB09055,3597
DB09056,3598
DB09059,3599
DB09061,3600
DB09063,3601
DB09064,3602
DB09068,3603
DB09069,3604
DB09070,3605
DB09072,3606
DB09073,3607
DB09074,3608
DB09075,3609
DB09078,3610
DB09080,3611
DB09081,3612
DB09084,3613
DB09085,3614
DB09086,3615
DB09087,3616
DB09089,3617
DB09093,3618
DB09096,3619
DB09097,3620
DB09099,3621
DB09102,3622
DB09104,3623
DB09110,3624
DB09112,3625
DB09113,3626
DB09115,3627
DB09117,3628
DB09118,3629
DB09119,3630
DB09121,3631
DB09123,3632
DB09125,3633
DB09129,3634
DB09130,3635
DB09131,3636
DB09133,3637
DB09134,3638
DB09135,3639
DB09140,3640
DB09142,3641
DB09143,3642
DB09145,3643
DB09146,3644
DB09147,3645
DB09152,3646
DB09153,3647
DB09154,3648
DB09156,3649
DB09157,3650
DB09161,3651
DB09166,3652
DB09167,3653
DB09183,3654
DB09185,3655
DB09186,3656
DB09194,3657
DB09198,3658
DB09199,3659
DB09201,3660
DB09202,3661
DB09203,3662
DB09204,3663
DB09205,3664
DB09206,3665
DB09209,3666
DB09210,3667
DB09212,3668
DB09214,3669
DB09215,3670
DB09216,3671
DB09218,3672
DB09220,3673
DB09221,3674
DB09223,3675
DB09224,3676
DB09225,3677
DB09227,3678
DB09229,3679
DB09230,3680
DB09231,3681
DB09232,3682
DB09233,3683
DB09234,3684
DB09235,3685
DB09236,3686
DB09238,3687
DB09239,3688
DB09241,3689
DB09242,3690
DB09244,3691
DB09245,3692
DB09250,3693
DB09255,3694
DB09256,3695
DB09257,3696
DB09265,3697
DB09267,3698
DB09269,3699
DB09270,3700
DB09272,3701
DB09273,3702
DB09276,3703
DB09278,3704
DB09279,3705
DB09282,3706
DB09283,3707
DB09285,3708
DB09286,3709
DB09288,3710
DB09289,3711
DB09290,3712
DB09292,3713
DB09296,3714
DB09297,3715
DB09298,3716
DB09300,3717
DB09301,3718
DB09304,3719
DB09307,3720
DB09308,3721
DB09313,3722
DB09321,3723
DB09322,3724
DB09324,3725
DB09325,3726
DB09330,3727
DB09333,3728
DB09335,3729
DB09346,3730
DB09350,3731
DB09352,3732
DB09357,3733
DB09369,3734
DB09371,3735
DB09378,3736
DB09383,3737
DB09389,3738
DB09393,3739
DB09395,3740
DB09401,3741
DB09407,3742
DB09418,3743
DB09419,3744
DB09421,3745
DB09422,3746
DB09446,3747
DB09449,3748
DB09460,3749
DB09462,3750
DB09472,3751
DB09477,3752
DB09487,3753
DB09488,3754
DB09495,3755
DB09496,3756
DB09501,3757
DB09508,3758
DB09511,3759
DB09516,3760
DB09526,3761
DB09535,3762
DB09536,3763
DB09543,3764
DB09555,3765
DB09561,3766
DB09567,3767
DB10345,3768
DB10551,3769
DB11056,3770
DB11059,3771
DB11061,3772
DB11063,3773
DB11064,3774
DB11068,3775
DB11072,3776
DB11073,3777
DB11080,3778
DB11081,3779
DB11082,3780
DB11085,3781
DB11086,3782
DB11089,3783
DB11090,3784
DB11091,3785
DB11093,3786
DB11094,3787
DB11095,3788
DB11100,3789
DB11105,3790
DB11109,3791
DB11113,3792
DB11117,3793
DB11118,3794
DB11119,3795
DB11120,3796
DB11123,3797
DB11125,3798
DB11126,3799
DB11127,3800
DB11128,3801
DB11130,3802
DB11132,3803
DB11133,3804
DB11134,3805
DB11135,3806
DB11136,3807
DB11137,3808
DB11141,3809
DB11142,3810
DB11145,3811
DB11148,3812
DB11150,3813
DB11151,3814
DB11152,3815
DB11153,3816
DB11155,3817
DB11156,3818
DB11157,3819
DB11158,3820
DB11159,3821
DB11171,3822
DB11172,3823
DB11175,3824
DB11176,3825
DB11181,3826
DB11184,3827
DB11185,3828
DB11186,3829
DB11191,3830
DB11195,3831
DB11198,3832
DB11203,3833
DB11217,3834
DB11218,3835
DB11219,3836
DB11221,3837
DB11228,3838
DB11231,3839
DB11234,3840
DB11246,3841
DB11251,3842
DB11252,3843
DB11254,3844
DB11259,3845
DB11263,3846
DB11264,3847
DB11268,3848
DB11273,3849
DB11282,3850
DB11288,3851
DB11296,3852
DB11300,3853
DB11304,3854
DB11306,3855
DB11309,3856
DB11315,3857
DB11321,3858
DB11326,3859
DB11336,3860
DB11338,3861
DB11342,3862
DB11346,3863
DB11348,3864
DB11357,3865
DB11358,3866
DB11359,3867
DB11363,3868
DB11366,3869
DB11371,3870
DB11373,3871
DB11386,3872
DB11387,3873
DB11390,3874
DB11396,3875
DB11397,3876
DB11400,3877
DB11405,3878
DB11409,3879
DB11410,3880
DB11412,3881
DB11421,3882
DB11423,3883
DB11426,3884
DB11428,3885
DB11429,3886
DB11430,3887
DB11431,3888
DB11440,3889
DB11442,3890
DB11446,3891
DB11447,3892
DB11448,3893
DB11450,3894
DB11451,3895
DB11456,3896
DB11457,3897
DB11458,3898
DB11459,3899
DB11460,3900
DB11466,3901
DB11467,3902
DB11468,3903
DB11473,3904
DB11476,3905
DB11477,3906
DB11478,3907
DB11481,3908
DB11490,3909
DB11496,3910
DB11507,3911
DB11512,3912
DB11519,3913
DB11525,3914
DB11529,3915
DB11544,3916
DB11551,3917
DB11552,3918
DB11558,3919
DB11561,3920
DB11562,3921
DB11576,3922
DB11577,3923
DB11581,3924
DB11582,3925
DB11588,3926
DB11590,3927
DB11594,3928
DB11599,3929
DB11605,3930
DB11610,3931
DB11614,3932
DB11616,3933
DB11617,3934
DB11618,3935
DB11619,3936
DB11623,3937
DB11629,3938
DB11635,3939
DB11637,3940
DB11638,3941
DB11640,3942
DB11641,3943
DB11642,3944
DB11651,3945
DB11656,3946
DB11659,3947
DB11663,3948
DB11664,3949
DB11665,3950
DB11666,3951
DB11669,3952
DB11671,3953
DB11672,3954
DB11673,3955
DB11674,3956
DB11677,3957
DB11678,3958
DB11684,3959
DB11689,3960
DB11695,3961
DB11696,3962
DB11697,3963
DB11699,3964
DB11705,3965
DB11716,3966
DB11720,3967
DB11724,3968
DB11730,3969
DB11735,3970
DB11737,3971
DB11738,3972
DB11740,3973
DB11742,3974
DB11747,3975
DB11748,3976
DB11752,3977
DB11753,3978
DB11757,3979
DB11759,3980
DB11760,3981
DB11763,3982
DB11765,3983
DB11770,3984
DB11772,3985
DB11774,3986
DB11778,3987
DB11780,3988
DB11783,3989
DB11785,3990
DB11788,3991
DB11789,3992
DB11797,3993
DB11805,3994
DB11817,3995
DB11820,3996
DB11827,3997
DB11828,3998
DB11829,3999
DB11830,4000
DB11831,4001
DB11841,4002
DB11842,4003
DB11846,4004
DB11848,4005
DB11853,4006
DB11858,4007
DB11864,4008
DB11869,4009
DB11874,4010
DB11875,4011
DB11880,4012
DB11890,4013
DB11892,4014
DB11893,4015
DB11896,4016
DB11898,4017
DB11901,4018
DB11906,4019
DB11909,4020
DB11911,4021
DB11919,4022
DB11921,4023
DB11933,4024
DB11935,4025
DB11937,4026
DB11940,4027
DB11943,4028
DB11948,4029
DB11960,4030
DB11964,4031
DB11966,4032
DB11974,4033
DB11979,4034
DB11980,4035
DB11981,4036
DB11989,4037
DB11994,4038
DB11999,4039
DB12001,4040
DB12017,4041
DB12021,4042
DB12025,4043
DB12028,4044
DB12029,4045
DB12039,4046
DB12041,4047
DB12047,4048
DB12052,4049
DB12054,4050
DB12061,4051
DB12064,4052
DB12066,4053
DB12072,4054
DB12073,4055
DB12082,4056
DB12083,4057
DB12091,4058
DB12092,4059
DB12093,4060
DB12094,4061
DB12110,4062
DB12111,4063
DB12116,4064
DB12117,4065
DB12126,4066
DB12129,4067
DB12131,4068
DB12138,4069
DB12140,4070
DB12146,4071
DB12148,4072
DB12149,4073
DB12153,4074
DB12155,4075
DB12156,4076
DB12160,4077
DB12162,4078
DB12163,4079
DB12172,4080
DB12173,4081
DB12176,4082
DB12179,4083
DB12181,4084
DB12191,4085
DB12193,4086
DB12200,4087
DB12212,4088
DB12216,4089
DB12220,4090
DB12221,4091
DB12224,4092
DB12226,4093
DB12228,4094
DB12230,4095
DB12231,4096
DB12232,4097
DB12241,4098
DB12242,4099
DB12243,4100
DB12245,4101
DB12248,4102
DB12257,4103
DB12263,4104
DB12270,4105
DB12273,4106
DB12278,4107
DB12289,4108
DB12290,4109
DB12293,4110
DB12298,4111
DB12299,4112
DB12300,4113
DB12302,4114
DB12307,4115
DB12308,4116
DB12310,4117
DB12313,4118
DB12314,4119
DB12316,4120
DB12319,4121
DB12321,4122
DB12326,4123
DB12327,4124
DB12328,4125
DB12338,4126
DB12340,4127
DB12343,4128
DB12350,4129
DB12355,4130
DB12358,4131
DB12361,4132
DB12369,4133
DB12371,4134
DB12379,4135
DB12380,4136
DB12383,4137
DB12385,4138
DB12401,4139
DB12405,4140
DB12407,4141
DB12415,4142
DB12418,4143
DB12422,4144
DB12429,4145
DB12436,4146
DB12442,4147
DB12445,4148
DB12449,4149
DB12450,4150
DB12452,4151
DB12455,4152
DB12458,4153
DB12459,4154
DB12463,4155
DB12465,4156
DB12472,4157
DB12474,4158
DB12478,4159
DB12480,4160
DB12481,4161
DB12482,4162
DB12485,4163
DB12491,4164
DB12492,4165
DB12500,4166
DB12510,4167
DB12518,4168
DB12521,4169
DB12523,4170
DB12531,4171
DB12536,4172
DB12537,4173
DB12539,4174
DB12545,4175
DB12551,4176
DB12553,4177
DB12554,4178
DB12561,4179
DB12565,4180
DB12572,4181
DB12577,4182
DB12579,4183
DB12582,4184
DB12588,4185
DB12598,4186
DB12604,4187
DB12610,4188
DB12611,4189
DB12614,4190
DB12617,4191
DB12618,4192
DB12622,4193
DB12629,4194
DB12637,4195
DB12638,4196
DB12647,4197
DB12649,4198
DB12661,4199
DB12662,4200
DB12665,4201
DB12667,4202
DB12668,4203
DB12670,4204
DB12672,4205
DB12681,4206
DB12684,4207
DB12692,4208
DB12693,4209
DB12695,4210
DB12697,4211
DB12700,4212
DB12708,4213
DB12709,4214
DB12710,4215
DB12712,4216
DB12727,4217
DB12736,4218
DB12749,4219
DB12751,4220
DB12752,4221
DB12758,4222
DB12764,4223
DB12765,4224
DB12769,4225
DB12770,4226
DB12771,4227
DB12779,4228
DB12783,4229
DB12789,4230
DB12792,4231
DB12802,4232
DB12804,4233
DB12805,4234
DB12812,4235
DB12816,4236
DB12821,4237
DB12829,4238
DB12831,4239
DB12832,4240
DB12833,4241
DB12843,4242
DB12863,4243
DB12864,4244
DB12867,4245
DB12870,4246
DB12874,4247
DB12877,4248
DB12881,4249
DB12885,4250
DB12890,4251
DB12900,4252
DB12901,4253
DB12902,4254
DB12907,4255
DB12912,4256
DB12923,4257
DB12930,4258
DB12931,4259
DB12938,4260
DB12944,4261
DB12945,4262
DB12946,4263
DB12947,4264
DB12948,4265
DB12954,4266
DB12961,4267
DB12965,4268
DB12979,4269
DB12980,4270
DB12982,4271
DB12985,4272
DB12986,4273
DB12988,4274
DB12996,4275
DB13009,4276
DB13011,4277
DB13014,4278
DB13020,4279
DB13024,4280
DB13025,4281
DB13026,4282
DB13036,4283
DB13038,4284
DB13042,4285
DB13044,4286
DB13056,4287
DB13063,4288
DB13064,4289
DB13066,4290
DB13069,4291
DB13071,4292
DB13075,4293
DB13082,4294
DB13083,4295
DB13084,4296
DB13089,4297
DB13092,4298
DB13097,4299
DB13099,4300
DB13105,4301
DB13108,4302
DB13110,4303
DB13111,4304
DB13114,4305
DB13124,4306
DB13125,4307
DB13128,4308
DB13129,4309
DB13132,4310
DB13136,4311
DB13145,4312
DB13153,4313
DB13154,4314
DB13155,4315
DB13167,4316
DB13168,4317
DB13169,4318
DB13172,4319
DB13174,4320
DB13178,4321
DB13179,4322
DB13182,4323
DB13208,4324
DB13210,4325
DB13212,4326
DB13215,4327
DB13218,4328
DB13231,4329
DB13232,4330
DB13242,4331
DB13243,4332
DB13245,4333
DB13251,4334
DB13259,4335
DB13261,4336
DB13266,4337
DB13271,4338
DB13277,4339
DB13279,4340
DB13293,4341
DB13299,4342
DB13306,4343
DB13307,4344
DB13312,4345
DB13313,4346
DB13318,4347
DB13323,4348
DB13329,4349
DB13336,4350
DB13345,4351
DB13346,4352
DB13352,4353
DB13358,4354
DB13366,4355
DB13367,4356
DB13372,4357
DB13374,4358
DB13379,4359
DB13381,4360
DB13392,4361
DB13393,4362
DB13399,4363
DB13400,4364
DB13415,4365
DB13418,4366
DB13424,4367
DB13437,4368
DB13453,4369
DB13456,4370
DB13467,4371
DB13471,4372
DB13480,4373
DB13495,4374
DB13503,4375
DB13504,4376
DB13508,4377
DB13511,4378
DB13514,4379
DB13518,4380
DB13520,4381
DB13524,4382
DB13532,4383
DB13544,4384
DB13563,4385
DB13569,4386
DB13586,4387
DB13587,4388
DB13598,4389
DB13600,4390
DB13602,4391
DB13611,4392
DB13618,4393
DB13627,4394
DB13628,4395
DB13635,4396
DB13642,4397
DB13643,4398
DB13644,4399
DB13648,4400
DB13668,4401
DB13682,4402
DB13689,4403
DB13716,4404
DB13717,4405
DB13721,4406
DB13723,4407
DB13729,4408
DB13732,4409
DB13737,4410
DB13740,4411
DB13747,4412
DB13750,4413
DB13751,4414
DB13752,4415
DB13757,4416
DB13765,4417
DB13767,4418
DB13772,4419
DB13775,4420
DB13777,4421
DB13781,4422
DB13782,4423
DB13790,4424
DB13792,4425
DB13793,4426
DB13795,4427
DB13802,4428
DB13806,4429
DB13810,4430
DB13811,4431
DB13813,4432
DB13826,4433
DB13828,4434
DB13829,4435
DB13832,4436
DB13833,4437
DB13845,4438
DB13853,4439
DB13854,4440
DB13855,4441
DB13861,4442
DB13863,4443
DB13865,4444
DB13866,4445
DB13868,4446
DB13871,4447
DB13872,4448
DB13875,4449
DB13876,4450
DB13882,4451
DB13911,4452
DB13917,4453
DB13918,4454
DB13919,4455
DB13920,4456
DB13921,4457
DB13929,4458
DB13943,4459
DB13944,4460
DB13946,4461
DB13950,4462
DB13953,4463
DB13954,4464
DB13960,4465
DB13961,4466
DB13963,4467
DB13971,4468
DB13978,4469
DB13981,4470
DB13988,4471
DB14001,4472
DB14007,4473
DB14008,4474
DB14010,4475
DB14011,4476
DB14015,4477
DB14025,4478
DB14028,4479
DB14029,4480
DB14035,4481
DB14038,4482
DB14044,4483
DB14050,4484
DB14054,4485
DB14056,4486
DB14057,4487
DB14059,4488
DB14060,4489
DB14061,4490
DB14062,4491
DB14064,4492
DB14065,4493
DB14066,4494
DB14075,4495
DB14081,4496
DB14083,4497
DB14084,4498
DB14085,4499
DB14088,4500
DB14090,4501
DB14103,4502
DB14104,4503
DB14119,4504
DB14125,4505
DB14138,4506
DB14141,4507
DB14144,4508
DB14150,4509
DB14151,4510
DB14152,4511
DB14154,4512
DB14160,4513
DB14176,4514
DB14177,4515
DB14180,4516
DB14183,4517
DB14184,4518
DB14186,4519
DB14187,4520
DB14188,4521
DB14189,4522
DB14191,4523
DB14192,4524
DB14197,4525
DB14199,4526
DB14201,4527
DB14206,4528
DB14208,4529
DB14212,4530
DB14217,4531
DB14221,4532
DB14250,4533
DB14322,4534
DB14371,4535
DB14377,4536
DB14487,4537
DB14492,4538
DB14500,4539
DB14509,4540
DB14513,4541
DB14527,4542
DB14533,4543
DB14539,4544
DB14540,4545
DB14545,4546
DB14566,4547
DB14570,4548
DB14574,4549
DB14639,4550
DB14640,4551
DB14643,4552
DB14649,4553
DB14658,4554
DB14678,4555
DB14682,4556
DB14689,4557
DB14714,4558
DB14737,4559
DB14815,4560
DB14872,4561
DB14881,4562
DB14909,4563
DB14933,4564
DB14972,4565
DB14981,4566
DB15023,4567
DB15034,4568
DB15050,4569
DB15051,4570
DB15056,4571
DB15073,4572
DB15096,4573
DB15127,4574
DB15136,4575
DB15236,4576
DB15246,4577
DB15261,4578
DB15274,4579
DB15289,4580
DB15293,4581
DB15304,4582
DB15318,4583
DB15334,4584
DB15335,4585
DB15339,4586
DB15344,4587
DB15357,4588
DB15359,4589
DB15379,4590
DB15381,4591
DB15392,4592
DB15394,4593
DB15398,4594
DB15399,4595
DB15427,4596
DB15429,4597
DB15436,4598
DB15462,4599
DB15464,4600
