DrugID,number
DB03459,2852
DB03462,2853
DB03467,2854
DB03496,2855
DB03501,2856
DB03515,2857
DB03516,2858
DB03518,2859
DB03535,2860
DB03553,2861
DB03566,2862
DB03568,2863
DB03575,2864
DB03581,2865
DB03585,2866
DB03587,2867
DB03588,2868
DB03594,2869
DB03600,2870
DB03603,2871
DB03604,2872
DB03608,2873
DB03614,2874
DB03615,2875
DB03619,2876
DB03627,2877
DB03644,2878
DB03656,2879
DB03693,2880
DB03696,2881
DB03699,2882
DB03701,2883
DB03703,2884
DB03704,2885
DB03733,2886
DB03750,2887
DB03754,2888
DB03758,2889
DB03759,2890
DB03760,2891
DB03761,2892
DB03766,2893
DB03783,2894
DB03793,2895
DB03796,2896
DB03800,2897
DB03811,2898
DB03817,2899
DB03819,2900
DB03823,2901
DB03843,2902
DB03849,2903
DB03852,2904
DB03864,2905
DB03866,2906
DB03880,2907
DB03884,2908
DB03886,2909
DB03895,2910
DB03902,2911
DB03904,2912
DB03940,2913
DB03946,2914
DB03994,2915
DB03995,2916
DB04005,2917
DB04014,2918
DB04017,2919
DB04038,2920
DB04052,2921
DB04066,2922
DB04076,2923
DB04093,2924
DB04098,2925
DB04104,2926
DB04106,2927
DB04115,2928
DB04120,2929
DB04132,2930
DB04137,2931
DB04145,2932
DB04160,2933
DB04165,2934
DB04166,2935
DB04173,2936
DB04179,2937
DB04183,2938
DB04209,2939
DB04214,2940
DB04216,2941
DB04221,2942
DB04224,2943
DB04242,2944
DB04250,2945
DB04253,2946
DB04257,2947
DB04258,2948
DB04263,2949
DB04272,2950
DB04275,2951
DB04299,2952
DB04311,2953
DB04315,2954
DB04325,2955
DB04326,2956
DB04327,2957
DB04335,2958
DB04343,2959
DB04348,2960
DB04365,2961
DB04381,2962
DB04400,2963
DB04417,2964
DB04429,2965
DB04447,2966
DB04461,2967
DB04464,2968
DB04465,2969
DB04466,2970
DB04468,2971
DB04485,2972
DB04510,2973
DB04513,2974
DB04519,2975
DB04524,2976
DB04528,2977
DB04532,2978
DB04539,2979
DB04540,2980
DB04552,2981
DB04555,2982
DB04557,2983
DB04566,2984
DB04570,2985
DB04571,2986
DB04572,2987
DB04573,2988
DB04574,2989
DB04575,2990
DB04576,2991
DB04581,2992
DB04582,2993
DB04586,2994
DB04594,2995
DB04599,2996
DB04604,2997
DB04619,2998
DB04630,2999
DB04631,3000
DB04652,3001
DB04655,3002
DB04657,3003
DB04660,3004
DB04662,3005
DB04665,3006
DB04674,3007
DB04688,3008
DB04690,3009
DB04699,3010
DB04703,3011
DB04704,3012
DB04707,3013
DB04714,3014
DB04725,3015
DB04729,3016
DB04734,3017
DB04741,3018
DB04743,3019
DB04744,3020
DB04751,3021
DB04786,3022
DB04789,3023
DB04794,3024
DB04795,3025
DB04796,3026
DB04812,3027
DB04813,3028
DB04815,3029
DB04816,3030
DB04817,3031
DB04818,3032
DB04819,3033
DB04820,3034
DB04821,3035
DB04822,3036
DB04823,3037
DB04824,3038
DB04825,3039
DB04827,3040
DB04828,3041
DB04829,3042
DB04831,3043
DB04832,3044
DB04833,3045
DB04835,3046
DB04836,3047
DB04838,3048
DB04839,3049
DB04840,3050
DB04841,3051
DB04842,3052
DB04844,3053
DB04845,3054
DB04846,3055
DB04847,3056
DB04849,3057
DB04854,3058
DB04855,3059
DB04856,3060
DB04858,3061
DB04861,3062
DB04862,3063
DB04864,3064
DB04865,3065
DB04866,3066
DB04867,3067
DB04868,3068
DB04869,3069
DB04870,3070
DB04871,3071
DB04872,3072
DB04876,3073
DB04878,3074
DB04879,3075
DB04880,3076
DB04881,3077
DB04883,3078
DB04884,3079
DB04886,3080
DB04888,3081
DB04892,3082
DB04895,3083
DB04896,3084
DB04898,3085
DB04899,3086
DB04905,3087
DB04910,3088
DB04911,3089
DB04912,3090
DB04918,3091
DB04920,3092
DB04926,3093
DB04930,3094
DB04932,3095
DB04938,3096
DB04942,3097
DB04944,3098
DB04947,3099
DB04948,3100
DB04951,3101
DB04953,3102
DB04957,3103
DB04960,3104
DB04967,3105
DB04972,3106
DB04975,3107
DB04976,3108
DB04977,3109
DB04982,3110
DB04996,3111
DB05003,3112
DB05004,3113
DB05010,3114
DB05015,3115
DB05038,3116
DB05047,3117
DB05051,3118
DB05057,3119
DB05060,3120
DB05063,3121
DB05076,3122
