keys,values,DrugID,DiseaseID
DB00093|MESH:D004751,0.245,DB00093,MESH:D004751
DB00067|MESH:D051436,0.241,DB00067,MESH:D051436
DB00067|MESH:D005891,0.241,DB00067,MESH:D005891
DB00067|MESH:D006311,0.241,DB00067,MESH:D006311
DB00067|MESH:D006977,0.241,DB00067,MESH:D006977
DB00067|MESH:D009140,0.241,DB00067,MESH:D009140
DB00067|MESH:D008107,0.593,DB00067,MESH:D008107
DB00067|MESH:D019214,0.241,DB00067,MESH:D019214
DB00067|MESH:D011023,0.352,DB00067,MESH:D011023
DB00067|MESH:D009503,0.241,DB00067,MESH:D009503
DB00067|MESH:D006628,0.241,DB00067,MESH:D006628
DB00067|MESH:D011471,0.957,DB00067,MESH:D011471
DB00067|MESH:D010148,0.241,DB00067,MESH:D010148
DB00067|MESH:D005483,0.241,DB00067,MESH:D005483
DB00067|MESH:D010292,0.241,DB00067,MESH:D010292
DB00067|MESH:D006457,0.241,DB00067,MESH:D006457
DB00067|MESH:D011697,0.241,DB00067,MESH:D011697
DB00067|MESH:D003865,0.446,DB00067,MESH:D003865
DB00067|MESH:D015866,0.241,DB00067,MESH:D015866
DB00067|MESH:D012769,0.241,DB00067,MESH:D012769
DB00067|MESH:D013927,0.741,DB00067,MESH:D013927
DB00067|MESH:D002561,0.241,DB00067,MESH:D002561
DB00067|MESH:D008796,0.446,DB00067,MESH:D008796
DB00067|MESH:D009220,0.446,DB00067,MESH:D009220
DB00067|MESH:D048909,0.5,DB00067,MESH:D048909
DB00067|MESH:D006526,0.241,DB00067,MESH:D006526
DB00067|MESH:D006073,0.241,DB00067,MESH:D006073
DB00067|MESH:D002114,0.241,DB00067,MESH:D002114
DB00067|MESH:D018149,0.241,DB00067,MESH:D018149
DB00067|MESH:D013262,0.593,DB00067,MESH:D013262
DB00067|MESH:D015427,0.241,DB00067,MESH:D015427
DB00067|MESH:D006505,0.511,DB00067,MESH:D006505
DB00067|MESH:D010899,0.446,DB00067,MESH:D010899
DB00067|MESH:D005334,0.241,DB00067,MESH:D005334
DB00067|MESH:D054038,0.241,DB00067,MESH:D054038
DB00067|MESH:D009135,1.975,DB00067,MESH:D009135
DB00067|MESH:D020767,0.838,DB00067,MESH:D020767
DB00067|MESH:D006949,0.241,DB00067,MESH:D006949
DB00067|MESH:D012516,0.241,DB00067,MESH:D012516
DB00067|MESH:D010523,0.241,DB00067,MESH:D010523
DB00067|MESH:D009468,0.241,DB00067,MESH:D009468
DB00067|MESH:D010392,0.241,DB00067,MESH:D010392
DB00067|MESH:D013610,1.079,DB00067,MESH:D013610
DB00067|OMIM:146850,0.241,DB00067,OMIM:146850
DB00067|MESH:D003328,0.5,DB00067,MESH:D003328
DB00067|MESH:D006965,0.241,DB00067,MESH:D006965
DB00067|MESH:D003128,1.079,DB00067,MESH:D003128
DB00067|MESH:D014202,0.241,DB00067,MESH:D014202
DB00067|MESH:D011230,0.241,DB00067,MESH:D011230
DB00067|MESH:D002471,0.241,DB00067,MESH:D002471
DB00067|MESH:D006463,0.241,DB00067,MESH:D006463
DB00067|MESH:D050500,0.241,DB00067,MESH:D050500
DB00067|MESH:D033461,0.241,DB00067,MESH:D033461
DB00067|MESH:D013086,0.241,DB00067,MESH:D013086
DB00067|MESH:D020790,0.838,DB00067,MESH:D020790
DB00067|MESH:D003693,0.241,DB00067,MESH:D003693
DB00067|MESH:D011507,0.241,DB00067,MESH:D011507
DB00067|MESH:D013226,0.241,DB00067,MESH:D013226
DB00067|MESH:D018366,0.446,DB00067,MESH:D018366
DB00067|MESH:D009404,0.241,DB00067,MESH:D009404
DB00067|MESH:D010195,0.241,DB00067,MESH:D010195
DB00067|MESH:D009437,0.241,DB00067,MESH:D009437
DB00067|MESH:D057772,0.241,DB00067,MESH:D057772
DB00067|MESH:D005158,0.241,DB00067,MESH:D005158
DB00067|MESH:D007674,0.593,DB00067,MESH:D007674
DB00067|MESH:D006474,0.838,DB00067,MESH:D006474
DB00067|MESH:D012008,0.241,DB00067,MESH:D012008
DB00067|MESH:D016920,0.352,DB00067,MESH:D016920
DB00067|MESH:D007172,0.446,DB00067,MESH:D007172
DB00067|MESH:D012772,0.352,DB00067,MESH:D012772
DB00067|MESH:D005923,0.241,DB00067,MESH:D005923
DB00067|MESH:D009069,0.241,DB00067,MESH:D009069
DB00067|MESH:D001928,0.241,DB00067,MESH:D001928
DB00067|MESH:D005355,0.241,DB00067,MESH:D005355
DB00067|MESH:D013923,0.241,DB00067,MESH:D013923
DB00067|MESH:D019575,0.241,DB00067,MESH:D019575
DB00067|MESH:D006086,0.241,DB00067,MESH:D006086
DB00067|MESH:D017114,0.241,DB00067,MESH:D017114
DB00067|MESH:D003093,0.241,DB00067,MESH:D003093
DB00067|MESH:D004195,0.446,DB00067,MESH:D004195
DB00067|MESH:D007968,0.241,DB00067,MESH:D007968
DB00067|MESH:D007511,0.5,DB00067,MESH:D007511
DB00067|MESH:D003550,0.838,DB00067,MESH:D003550
DB00067|MESH:D009422,0.241,DB00067,MESH:D009422
DB00067|MESH:D005221,0.241,DB00067,MESH:D005221
DB00067|MESH:D004775,0.838,DB00067,MESH:D004775
DB00067|MESH:D006973,2.015,DB00067,MESH:D006973
DB00067|MESH:D020258,0.241,DB00067,MESH:D020258
DB00067|MESH:D012206,0.593,DB00067,MESH:D012206
DB00067|MESH:D008595,0.838,DB00067,MESH:D008595
DB00067|MESH:D006504,0.241,DB00067,MESH:D006504
DB00067|MESH:D012640,1.079,DB00067,MESH:D012640
DB00067|MESH:D014652,0.241,DB00067,MESH:D014652
DB00067|MESH:D019586,0.446,DB00067,MESH:D019586
DB00067|MESH:D019584,0.957,DB00067,MESH:D019584
DB00067|MESH:D015431,0.241,DB00067,MESH:D015431
DB00067|MESH:D002375,0.687,DB00067,MESH:D002375
DB00067|MESH:D015228,0.241,DB00067,MESH:D015228
DB00067|MESH:D017379,0.241,DB00067,MESH:D017379
DB00067|MESH:D050171,0.241,DB00067,MESH:D050171
DB00067|MESH:D011704,0.352,DB00067,MESH:D011704
DB00067|MESH:D009402,0.241,DB00067,MESH:D009402
DB00067|MESH:D003638,0.275,DB00067,MESH:D003638
DB00067|MESH:D009395,0.241,DB00067,MESH:D009395
DB00067|MESH:D007638,0.241,DB00067,MESH:D007638
DB00067|MESH:D005076,0.241,DB00067,MESH:D005076
DB00067|MESH:D058186,0.593,DB00067,MESH:D058186
DB00067|MESH:D020141,0.241,DB00067,MESH:D020141
DB00067|MESH:D001927,0.241,DB00067,MESH:D001927
DB00067|MESH:D010378,0.446,DB00067,MESH:D010378
DB00067|MESH:D014869,0.838,DB00067,MESH:D014869
DB00067|MESH:D002779,0.241,DB00067,MESH:D002779
DB00067|MESH:D002769,0.241,DB00067,MESH:D002769
DB00067|MESH:D006501,0.511,DB00067,MESH:D006501
DB00067|MESH:D020212,0.5,DB00067,MESH:D020212
DB00067|MESH:D019694,0.241,DB00067,MESH:D019694
DB00067|MESH:D009765,0.241,DB00067,MESH:D009765
DB00067|MESH:D006937,0.241,DB00067,MESH:D006937
DB00067|MESH:D020343,0.838,DB00067,MESH:D020343
DB00067|MESH:D012170,0.687,DB00067,MESH:D012170
DB00067|MESH:D002294,0.241,DB00067,MESH:D002294
DB00067|MESH:D001930,0.241,DB00067,MESH:D001930
DB00067|MESH:D054218,0.241,DB00067,MESH:D054218
DB00067|MESH:D013921,1.579,DB00067,MESH:D013921
DB00067|MESH:D007239,0.241,DB00067,MESH:D007239
DB00067|MESH:D003920,0.241,DB00067,MESH:D003920
DB00067|MESH:D009101,0.46,DB00067,MESH:D009101
DB00067|MESH:D053206,0.838,DB00067,MESH:D053206
DB00067|MESH:D011297,0.241,DB00067,MESH:D011297
DB00067|MESH:D003354,0.352,DB00067,MESH:D003354
DB00067|MESH:D051437,0.241,DB00067,MESH:D051437
DB00067|MESH:D020521,1.784,DB00067,MESH:D020521
DB00067|MESH:D016769,0.5,DB00067,MESH:D016769
DB00067|MESH:D005128,0.241,DB00067,MESH:D005128
DB00067|MESH:D004832,0.446,DB00067,MESH:D004832
DB00067|MESH:D056486,0.593,DB00067,MESH:D056486
DB00067|MESH:D003866,0.241,DB00067,MESH:D003866
DB00067|MESH:D005234,0.687,DB00067,MESH:D005234
DB00067|MESH:D011041,0.241,DB00067,MESH:D011041
DB00067|MESH:D006319,0.241,DB00067,MESH:D006319
DB00067|MESH:D002494,0.241,DB00067,MESH:D002494
DB00067|MESH:D018487,0.241,DB00067,MESH:D018487
DB00067|MESH:D053158,0.838,DB00067,MESH:D053158
DB00067|MESH:D013281,0.241,DB00067,MESH:D013281
DB00067|MESH:D054198,0.241,DB00067,MESH:D054198
DB00067|MESH:D016553,0.241,DB00067,MESH:D016553
DB00067|MESH:D004715,0.957,DB00067,MESH:D004715
DB00067|MESH:D056784,0.241,DB00067,MESH:D056784
DB00067|MESH:D013375,0.241,DB00067,MESH:D013375
DB00067|MESH:D003221,0.241,DB00067,MESH:D003221
DB00067|MESH:D020230,0.241,DB00067,MESH:D020230
DB00067|MESH:D009202,0.241,DB00067,MESH:D009202
DB00067|MESH:D053099,0.241,DB00067,MESH:D053099
DB00067|MESH:D009397,0.241,DB00067,MESH:D009397
DB00067|MESH:D064420,0.241,DB00067,MESH:D064420
DB00067|MESH:D008664,0.241,DB00067,MESH:D008664
DB00067|MESH:D012735,0.957,DB00067,MESH:D012735
DB00067|MESH:D007154,0.241,DB00067,MESH:D007154
DB00067|MESH:D011565,0.241,DB00067,MESH:D011565
DB00067|MESH:D018771,0.687,DB00067,MESH:D018771
DB00067|MESH:D005767,0.241,DB00067,MESH:D005767
DB00067|MESH:D014890,0.241,DB00067,MESH:D014890
DB00067|MESH:D004697,0.352,DB00067,MESH:D004697
DB00067|MESH:D052016,0.241,DB00067,MESH:D052016
DB00067|MESH:D007010,0.838,DB00067,MESH:D007010
DB00067|MESH:D018500,0.838,DB00067,MESH:D018500
DB00067|MESH:D006331,0.241,DB00067,MESH:D006331
DB00067|MESH:D057049,0.241,DB00067,MESH:D057049
DB00067|MESH:D007319,0.446,DB00067,MESH:D007319
DB00067|MESH:D009410,0.241,DB00067,MESH:D009410
DB00067|MESH:D016908,0.352,DB00067,MESH:D016908
DB00067|MESH:D011183,0.241,DB00067,MESH:D011183
DB00067|MESH:D054058,0.5,DB00067,MESH:D054058
DB00067|MESH:D011655,1.079,DB00067,MESH:D011655
DB00067|MESH:D003967,0.241,DB00067,MESH:D003967
DB00067|MESH:D006947,0.241,DB00067,MESH:D006947
DB00067|MESH:D053159,0.241,DB00067,MESH:D053159
DB00067|MESH:D005885,0.241,DB00067,MESH:D005885
DB00067|MESH:D011629,0.446,DB00067,MESH:D011629
DB00067|MESH:D020275,0.241,DB00067,MESH:D020275
DB00067|MESH:D007249,1.187,DB00067,MESH:D007249
DB00067|MESH:D003556,0.241,DB00067,MESH:D003556
DB00067|MESH:D001943,0.752,DB00067,MESH:D001943
DB00067|MESH:D009325,0.241,DB00067,MESH:D009325
DB00067|MESH:D012594,0.241,DB00067,MESH:D012594
DB00067|MESH:D004409,0.241,DB00067,MESH:D004409
DB00067|MESH:D006408,0.838,DB00067,MESH:D006408
DB00067|MESH:D018908,0.593,DB00067,MESH:D018908
DB00067|MESH:D006932,0.241,DB00067,MESH:D006932
DB00067|MESH:D010243,0.241,DB00067,MESH:D010243
DB00067|MESH:D009203,0.446,DB00067,MESH:D009203
DB00067|MESH:D006970,0.241,DB00067,MESH:D006970
DB00067|MESH:D006212,0.241,DB00067,MESH:D006212
DB00067|MESH:D006402,0.241,DB00067,MESH:D006402
DB00067|MESH:D010900,0.446,DB00067,MESH:D010900
DB00067|MESH:D020434,0.241,DB00067,MESH:D020434
DB00067|MESH:D013203,0.352,DB00067,MESH:D013203
DB00067|MESH:D006966,0.241,DB00067,MESH:D006966
DB00067|MESH:D020246,1.525,DB00067,MESH:D020246
DB00067|MESH:D009214,0.446,DB00067,MESH:D009214
DB00067|MESH:D011141,0.838,DB00067,MESH:D011141
DB00067|MESH:D011657,0.352,DB00067,MESH:D011657
DB00067|MESH:D016470,0.352,DB00067,MESH:D016470
DB00067|MESH:D002543,0.687,DB00067,MESH:D002543
DB00067|MESH:D003919,0.838,DB00067,MESH:D003919
DB00067|MESH:D010146,0.241,DB00067,MESH:D010146
DB00067|MESH:D007889,0.957,DB00067,MESH:D007889
DB00067|MESH:D009361,0.446,DB00067,MESH:D009361
DB00067|MESH:D014605,0.241,DB00067,MESH:D014605
DB00067|MESH:D014985,0.241,DB00067,MESH:D014985
DB00067|MESH:D009157,0.241,DB00067,MESH:D009157
DB00067|MESH:D014594,0.446,DB00067,MESH:D014594
DB00067|MESH:D010019,0.352,DB00067,MESH:D010019
DB00067|MESH:D014456,0.241,DB00067,MESH:D014456
DB00067|MESH:D002544,0.838,DB00067,MESH:D002544
DB00067|MESH:D010291,0.241,DB00067,MESH:D010291
DB00067|MESH:D003072,1.198,DB00067,MESH:D003072
DB00067|MESH:D010051,0.241,DB00067,MESH:D010051
DB00067|MESH:D005886,0.241,DB00067,MESH:D005886
DB00067|MESH:D002780,0.241,DB00067,MESH:D002780
DB00067|MESH:D006983,0.241,DB00067,MESH:D006983
DB00067|MESH:D007410,0.241,DB00067,MESH:D007410
DB00067|MESH:D007680,0.241,DB00067,MESH:D007680
DB00067|MESH:D008569,0.957,DB00067,MESH:D008569
DB00067|MESH:D015275,0.511,DB00067,MESH:D015275
DB00067|MESH:D011529,0.241,DB00067,MESH:D011529
DB00067|MESH:D014839,1.079,DB00067,MESH:D014839
DB00067|MESH:D014717,0.275,DB00067,MESH:D014717
DB00067|MESH:D006261,0.687,DB00067,MESH:D006261
DB00067|MESH:D009102,0.241,DB00067,MESH:D009102
DB00067|MESH:D004751,0.241,DB00067,MESH:D004751
DB00007|MESH:D051436,0.22,DB00007,MESH:D051436
DB00007|MESH:D005891,0.22,DB00007,MESH:D005891
DB00007|MESH:D006311,0.22,DB00007,MESH:D006311
DB00007|MESH:D006977,0.22,DB00007,MESH:D006977
DB00007|MESH:D009140,0.22,DB00007,MESH:D009140
DB00007|MESH:D008107,0.641,DB00007,MESH:D008107
DB00007|MESH:D019214,0.22,DB00007,MESH:D019214
DB00007|MESH:D011023,0.42,DB00007,MESH:D011023
DB00007|MESH:D009503,0.22,DB00007,MESH:D009503
DB00007|MESH:D006628,0.22,DB00007,MESH:D006628
DB00007|MESH:D010148,0.22,DB00007,MESH:D010148
DB00007|MESH:D005483,0.22,DB00007,MESH:D005483
DB00007|MESH:D010292,0.22,DB00007,MESH:D010292
DB00007|MESH:D006457,0.22,DB00007,MESH:D006457
DB00007|MESH:D011697,0.22,DB00007,MESH:D011697
DB00007|MESH:D056987,0.446,DB00007,MESH:D056987
DB00007|MESH:D015866,0.22,DB00007,MESH:D015866
DB00007|MESH:D012769,0.22,DB00007,MESH:D012769
DB00007|MESH:D013927,0.874,DB00007,MESH:D013927
DB00007|MESH:D002561,0.22,DB00007,MESH:D002561
DB00007|MESH:D048909,0.654,DB00007,MESH:D048909
DB00007|MESH:D006526,0.22,DB00007,MESH:D006526
DB00007|MESH:D006073,0.22,DB00007,MESH:D006073
DB00007|MESH:D002114,0.22,DB00007,MESH:D002114
DB00007|MESH:D018149,0.22,DB00007,MESH:D018149
DB00007|MESH:D013262,0.641,DB00007,MESH:D013262
DB00007|MESH:D015427,0.22,DB00007,MESH:D015427
DB00007|MESH:D006505,0.764,DB00007,MESH:D006505
DB00007|MESH:D005334,0.22,DB00007,MESH:D005334
DB00007|MESH:D054038,0.22,DB00007,MESH:D054038
DB00007|MESH:D020767,0.544,DB00007,MESH:D020767
DB00007|MESH:D006949,0.22,DB00007,MESH:D006949
DB00007|MESH:D012516,0.22,DB00007,MESH:D012516
DB00007|MESH:D010523,0.22,DB00007,MESH:D010523
DB00007|MESH:D009468,0.22,DB00007,MESH:D009468
DB00007|MESH:D010392,0.22,DB00007,MESH:D010392
DB00007|MESH:D013610,0.764,DB00007,MESH:D013610
DB00007|OMIM:146850,0.22,DB00007,OMIM:146850
DB00007|MESH:D003328,0.654,DB00007,MESH:D003328
DB00007|MESH:D007022,0.446,DB00007,MESH:D007022
DB00007|MESH:D006965,0.22,DB00007,MESH:D006965
DB00007|MESH:D003128,0.764,DB00007,MESH:D003128
DB00007|MESH:D014202,0.22,DB00007,MESH:D014202
DB00007|MESH:D011230,0.22,DB00007,MESH:D011230
DB00007|MESH:D002471,0.22,DB00007,MESH:D002471
DB00007|MESH:D006463,0.22,DB00007,MESH:D006463
DB00007|MESH:D050500,0.22,DB00007,MESH:D050500
DB00007|MESH:D033461,0.22,DB00007,MESH:D033461
DB00007|MESH:D013086,0.22,DB00007,MESH:D013086
DB00007|MESH:D020790,0.544,DB00007,MESH:D020790
DB00007|MESH:D003693,0.22,DB00007,MESH:D003693
DB00007|MESH:D011507,0.22,DB00007,MESH:D011507
DB00007|MESH:D013226,0.22,DB00007,MESH:D013226
DB00007|MESH:D009404,0.22,DB00007,MESH:D009404
DB00007|MESH:D010195,0.22,DB00007,MESH:D010195
DB00007|MESH:D009437,0.22,DB00007,MESH:D009437
DB00007|MESH:D057772,0.22,DB00007,MESH:D057772
DB00007|MESH:D005158,0.22,DB00007,MESH:D005158
DB00007|MESH:D007674,0.641,DB00007,MESH:D007674
DB00007|MESH:D006474,0.544,DB00007,MESH:D006474
DB00007|MESH:D012008,0.22,DB00007,MESH:D012008
DB00007|MESH:D016920,0.42,DB00007,MESH:D016920
DB00007|MESH:D012772,0.42,DB00007,MESH:D012772
DB00007|MESH:D005923,0.22,DB00007,MESH:D005923
DB00007|MESH:D009069,0.22,DB00007,MESH:D009069
DB00007|MESH:D001928,0.22,DB00007,MESH:D001928
DB00007|MESH:D005355,0.22,DB00007,MESH:D005355
DB00007|MESH:D013923,0.22,DB00007,MESH:D013923
DB00007|MESH:D019575,0.22,DB00007,MESH:D019575
DB00007|MESH:D006086,0.22,DB00007,MESH:D006086
DB00007|MESH:D001919,0.446,DB00007,MESH:D001919
DB00007|MESH:D017114,0.22,DB00007,MESH:D017114
DB00007|MESH:D003093,0.22,DB00007,MESH:D003093
DB00007|MESH:D007968,0.22,DB00007,MESH:D007968
DB00007|MESH:D007511,0.654,DB00007,MESH:D007511
DB00007|MESH:D003550,0.544,DB00007,MESH:D003550
DB00007|MESH:D009422,0.22,DB00007,MESH:D009422
DB00007|MESH:D005221,0.22,DB00007,MESH:D005221
DB00007|MESH:D004775,0.544,DB00007,MESH:D004775
DB00007|MESH:D006973,1.187,DB00007,MESH:D006973
DB00007|MESH:D020258,0.22,DB00007,MESH:D020258
DB00007|MESH:D012206,0.641,DB00007,MESH:D012206
DB00007|MESH:D008595,0.544,DB00007,MESH:D008595
DB00007|MESH:D006504,0.22,DB00007,MESH:D006504
DB00007|MESH:D012640,0.764,DB00007,MESH:D012640
DB00007|MESH:D014652,0.22,DB00007,MESH:D014652
DB00007|MESH:D015431,0.22,DB00007,MESH:D015431
DB00007|MESH:D006417,0.666,DB00007,MESH:D006417
DB00007|MESH:D009336,1.089,DB00007,MESH:D009336
DB00007|MESH:D015228,0.22,DB00007,MESH:D015228
DB00007|MESH:D017379,0.22,DB00007,MESH:D017379
DB00007|MESH:D050171,0.22,DB00007,MESH:D050171
DB00007|MESH:D011704,0.42,DB00007,MESH:D011704
DB00007|MESH:D009402,0.22,DB00007,MESH:D009402
DB00007|MESH:D003638,0.505,DB00007,MESH:D003638
DB00007|MESH:D007683,0.666,DB00007,MESH:D007683
DB00007|MESH:D009395,0.22,DB00007,MESH:D009395
DB00007|MESH:D007638,0.22,DB00007,MESH:D007638
DB00007|MESH:D005076,0.22,DB00007,MESH:D005076
DB00007|MESH:D058186,0.641,DB00007,MESH:D058186
DB00007|MESH:D020141,0.22,DB00007,MESH:D020141
DB00007|MESH:D001927,0.22,DB00007,MESH:D001927
DB00007|MESH:D014869,0.544,DB00007,MESH:D014869
DB00007|MESH:D002779,0.22,DB00007,MESH:D002779
DB00007|MESH:D002769,0.22,DB00007,MESH:D002769
DB00007|MESH:D006501,0.764,DB00007,MESH:D006501
DB00007|MESH:D020212,0.654,DB00007,MESH:D020212
DB00007|MESH:D019694,0.22,DB00007,MESH:D019694
DB00007|MESH:D009765,0.22,DB00007,MESH:D009765
DB00007|MESH:D006937,0.22,DB00007,MESH:D006937
DB00007|MESH:D020343,0.544,DB00007,MESH:D020343
DB00007|MESH:D002294,0.22,DB00007,MESH:D002294
DB00007|MESH:D001930,0.22,DB00007,MESH:D001930
DB00007|MESH:D054218,0.22,DB00007,MESH:D054218
DB00007|MESH:D013921,1.417,DB00007,MESH:D013921
DB00007|MESH:D007239,0.22,DB00007,MESH:D007239
DB00007|MESH:D003920,0.22,DB00007,MESH:D003920
DB00007|MESH:D009101,0.644,DB00007,MESH:D009101
DB00007|MESH:D053206,0.544,DB00007,MESH:D053206
DB00007|MESH:D011297,0.22,DB00007,MESH:D011297
DB00007|MESH:D003354,0.42,DB00007,MESH:D003354
DB00007|MESH:D051437,0.22,DB00007,MESH:D051437
DB00007|MESH:D016769,0.654,DB00007,MESH:D016769
DB00007|MESH:D005128,0.22,DB00007,MESH:D005128
DB00007|MESH:D006470,1.32,DB00007,MESH:D006470
DB00007|MESH:D056486,0.641,DB00007,MESH:D056486
DB00007|MESH:D003866,0.22,DB00007,MESH:D003866
DB00007|MESH:D011041,0.22,DB00007,MESH:D011041
DB00007|MESH:D006319,0.22,DB00007,MESH:D006319
DB00007|MESH:D002494,0.22,DB00007,MESH:D002494
DB00007|MESH:D018487,0.22,DB00007,MESH:D018487
DB00007|MESH:D053158,0.544,DB00007,MESH:D053158
DB00007|MESH:D013281,0.22,DB00007,MESH:D013281
DB00007|MESH:D054198,0.22,DB00007,MESH:D054198
DB00007|MESH:D016553,0.22,DB00007,MESH:D016553
DB00007|MESH:D056784,0.22,DB00007,MESH:D056784
DB00007|MESH:D013375,0.22,DB00007,MESH:D013375
DB00007|MESH:D003221,0.22,DB00007,MESH:D003221
DB00007|MESH:D020230,0.22,DB00007,MESH:D020230
DB00007|MESH:D009202,0.22,DB00007,MESH:D009202
DB00007|MESH:D053099,0.22,DB00007,MESH:D053099
DB00007|MESH:D009397,0.22,DB00007,MESH:D009397
DB00007|MESH:D064420,0.22,DB00007,MESH:D064420
DB00007|MESH:D008664,0.22,DB00007,MESH:D008664
DB00007|MESH:D018879,0.446,DB00007,MESH:D018879
DB00007|MESH:D007154,0.22,DB00007,MESH:D007154
DB00007|MESH:D011565,0.22,DB00007,MESH:D011565
DB00007|MESH:D005767,0.22,DB00007,MESH:D005767
DB00007|MESH:D014890,0.22,DB00007,MESH:D014890
DB00007|MESH:D004697,0.42,DB00007,MESH:D004697
DB00007|MESH:D052016,0.22,DB00007,MESH:D052016
DB00007|MESH:D007010,0.544,DB00007,MESH:D007010
DB00007|MESH:D007673,0.446,DB00007,MESH:D007673
DB00007|MESH:D018500,0.544,DB00007,MESH:D018500
DB00007|MESH:D006331,0.22,DB00007,MESH:D006331
DB00007|MESH:D057049,0.22,DB00007,MESH:D057049
DB00007|MESH:D009410,0.22,DB00007,MESH:D009410
DB00007|MESH:D016908,0.42,DB00007,MESH:D016908
DB00007|MESH:D011183,0.22,DB00007,MESH:D011183
DB00007|MESH:D054058,0.654,DB00007,MESH:D054058
DB00007|MESH:D011655,0.764,DB00007,MESH:D011655
DB00007|MESH:D003967,0.22,DB00007,MESH:D003967
DB00007|MESH:D006947,0.22,DB00007,MESH:D006947
DB00007|MESH:D053159,0.22,DB00007,MESH:D053159
DB00007|MESH:D005885,0.22,DB00007,MESH:D005885
DB00007|MESH:D020275,0.22,DB00007,MESH:D020275
DB00007|MESH:D003556,0.22,DB00007,MESH:D003556
DB00007|MESH:D001943,0.984,DB00007,MESH:D001943
DB00007|MESH:D009325,0.22,DB00007,MESH:D009325
DB00007|MESH:D012594,0.22,DB00007,MESH:D012594
DB00007|MESH:D004409,0.22,DB00007,MESH:D004409
DB00007|MESH:D006408,0.544,DB00007,MESH:D006408
DB00007|MESH:D018908,0.641,DB00007,MESH:D018908
DB00007|MESH:D006932,0.22,DB00007,MESH:D006932
DB00007|MESH:D017202,1.1,DB00007,MESH:D017202
DB00007|MESH:D010243,0.22,DB00007,MESH:D010243
DB00007|MESH:D006970,0.22,DB00007,MESH:D006970
DB00007|MESH:D006212,0.22,DB00007,MESH:D006212
DB00007|MESH:D006402,0.22,DB00007,MESH:D006402
DB00007|MESH:D020434,0.22,DB00007,MESH:D020434
DB00007|MESH:D013203,0.42,DB00007,MESH:D013203
DB00007|MESH:D006966,0.22,DB00007,MESH:D006966
DB00007|MESH:D011141,0.544,DB00007,MESH:D011141
DB00007|MESH:D011657,0.42,DB00007,MESH:D011657
DB00007|MESH:D016470,0.42,DB00007,MESH:D016470
DB00007|MESH:D003919,0.544,DB00007,MESH:D003919
DB00007|MESH:D010146,0.22,DB00007,MESH:D010146
DB00007|MESH:D010019,0.42,DB00007,MESH:D010019
DB00007|MESH:D014605,0.22,DB00007,MESH:D014605
DB00007|MESH:D014985,0.22,DB00007,MESH:D014985
DB00007|MESH:D009157,0.22,DB00007,MESH:D009157
DB00007|MESH:D014456,0.22,DB00007,MESH:D014456
DB00007|MESH:D002544,0.544,DB00007,MESH:D002544
DB00007|MESH:D010291,0.22,DB00007,MESH:D010291
DB00007|MESH:D010051,0.22,DB00007,MESH:D010051
DB00007|MESH:D005886,0.22,DB00007,MESH:D005886
DB00007|MESH:D002780,0.22,DB00007,MESH:D002780
DB00007|MESH:D006983,0.22,DB00007,MESH:D006983
DB00007|MESH:D007410,0.22,DB00007,MESH:D007410
DB00007|MESH:D007680,0.22,DB00007,MESH:D007680
DB00007|MESH:D015275,0.764,DB00007,MESH:D015275
DB00007|MESH:D011529,0.22,DB00007,MESH:D011529
DB00007|MESH:D014839,0.764,DB00007,MESH:D014839
DB00007|MESH:D014717,0.505,DB00007,MESH:D014717
DB00007|MESH:D009102,0.22,DB00007,MESH:D009102
DB00007|MESH:D004751,0.22,DB00007,MESH:D004751
DB00080|MESH:D051436,0.311,DB00080,MESH:D051436
